"","title","artist","top.genre","bpm","nrgy","dnce","dB","live","val","dur","acous","spch","pop","Country","cloudiness","temp_max_warmestMonth","temp_min_coldestMonth","temp_mean_annual","temp_annual_range","rain_mean_annual","Surf_Area_km","Pop_thou","GDP_per_cap","Urban_pop","Continent"
"242","I'll Be Home for Christmas","Michael Bublé","adult standards",82,11,25,-14,16,15,268,94,3,78,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"243","Sleigh Ride","The Ronettes","adult standards",92,77,53,-7,32,85,181,40,3,77,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"244","Santa Claus Is Coming to Town","Michael Bublé","adult standards",123,40,59,-7,4,42,172,79,5,75,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"245","Jingle Bells (feat. The Puppini Sisters)","Michael Bublé","adult standards",123,58,71,-6,14,83,162,70,6,75,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"246","Merry Christmas Everyone","Shakin' Stevens","new wave pop",102,71,76,-10,8,96,224,16,3,69,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"247","Dance Monkey","Tones and I","australian pop",98,59,82,-6,15,51,209,69,9,100,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"248","ROXANNE","Arizona Zervas","pop rap",117,60,62,-6,46,46,164,5,15,99,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"249","All I Want for Christmas Is You","Mariah Carey","dance pop",150,63,34,-7,7,35,241,16,4,98,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"250","Falling","Trevor Daniel","alternative r&b",127,43,78,-9,9,24,159,12,4,97,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"251","Blinding Lights","The Weeknd","canadian contemporary r&b",171,80,51,-4,9,35,202,0,6,96,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"252","Santa Tell Me","Ariana Grande","dance pop",192,62,53,-7,29,59,204,5,12,95,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"253","Ride It","Regard","pop edm",118,75,88,-4,11,88,158,18,9,95,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"254","Happy Xmas (War Is Over) - Remastered","John Lennon","album rock",147,61,33,-11,77,40,214,32,3,92,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"255","Mistletoe","Justin Bieber","canadian pop",162,56,66,-9,8,85,183,50,5,92,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"256","Jingle Bell Rock","Bobby Helms","adult standards",120,42,75,-8,7,81,131,64,4,92,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"257","It's the Most Wonderful Time of the Year","Andy Williams","adult standards",202,60,24,-8,12,78,152,77,4,92,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"258","Wonderful Christmastime - Edited Version / Remastered 2011","Paul McCartney","album rock",95,51,77,-9,7,77,228,32,3,91,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"259","Ayy Macarena","Tyga","pop rap",96,63,82,-6,7,72,132,13,23,90,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"260","Have Yourself A Merry Little Christmas","Sam Smith","pop",75,18,44,-9,32,34,171,96,4,89,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"261","Underneath the Tree","Kelly Clarkson","dance pop",160,81,51,-5,21,69,230,0,5,88,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"262","Jingle Bell Rock - Daryl's Version","Daryl Hall & John Oates","album rock",129,84,67,-4,11,84,126,61,3,88,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"263","Christmas Lights","Coldplay","permanent wave",131,42,31,-9,8,24,242,13,3,87,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"264","Step Into Christmas","Elton John","glam rock",140,93,53,-6,31,82,272,10,4,87,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"265","Last Christmas","Wham!","new wave pop",108,48,74,-12,36,95,263,19,3,85,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"266","Feliz Navidad","José Feliciano","latin pop",149,86,49,-7,35,96,182,53,4,85,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"267","It's Beginning to Look a Lot like Christmas","Michael Bublé","adult standards",93,22,33,-11,34,36,207,88,3,84,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"268","My Only Wish (This Year)","Britney Spears","dance pop",147,73,67,-7,20,68,255,23,3,84,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"269","Rudolph The Red-Nosed Reindeer","Dean Martin","adult standards",136,20,48,-17,9,86,136,92,3,84,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"270","Driving Home for Christmas - 2019 Remaster","Chris Rea","album rock",180,58,51,-11,18,87,242,36,4,83,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"271","COLT","Samra","german hip hop",90,53,54,-6,10,18,180,35,43,83,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"272","Der Bratan bleibt der gleiche","Capital Bra","german hip hop",96,70,61,-4,57,67,192,13,37,83,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"273","Roller","Apache 207","german hip hop",128,76,94,-6,19,68,157,3,17,82,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"274","Hallelujah","Pentatonix","a cappella",119,38,32,-7,34,37,269,45,4,82,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"275","2002","Sido","german hip hop",160,69,66,-8,10,49,237,21,24,82,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"276","Doch in der Nacht","Apache 207","german hip hop",131,83,90,-7,21,71,192,12,7,81,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"277","Thank God It's Christmas - Non-Album Single","Queen","glam rock",83,42,30,-9,23,34,262,21,3,80,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"278","Alien","RIN","german cloud rap",138,60,84,-6,11,85,209,30,6,80,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"279","200 km/h","Apache 207","german hip hop",148,67,90,-6,11,41,163,27,16,79,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"280","Wieso tust Du dir das an?","Apache 207","german hip hop",134,48,86,-7,12,46,176,29,6,79,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"281","Merry Xmas Everybody","Slade","album rock",130,80,41,-3,18,47,223,22,4,79,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"282","110","Capital Bra","german hip hop",179,75,48,-5,10,42,195,53,43,76,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"283","Nur zur Info","Ufo361","german cloud rap",89,37,73,-12,11,23,142,17,44,75,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"284","Mit Dir","Loredana","kosovan pop",196,53,75,-6,6,64,158,16,34,75,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"285","Christmas Time","Bryan Adams","album rock",77,58,50,-4,10,32,243,47,3,72,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"286","Keine Liebe","RIN","german cloud rap",104,80,80,-5,31,57,198,13,4,72,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"287","The Best Side Of Life","Sarah Connor","german pop",91,63,63,-5,12,55,229,56,3,72,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"288","In der Weihnachtsbäckerei","Rolf Zuckowski","german pop",146,45,82,-9,20,92,173,49,4,72,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"289","STAR","Nimo","german hip hop",108,82,81,-5,17,60,162,38,9,71,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"290","Merry Christmas Everyone","Shakin' Stevens","new wave pop",102,71,76,-10,8,96,224,16,3,69,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"291","Vor der Tür","Gzuz","deep german hip hop",101,73,86,-6,10,20,171,2,19,63,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"292","KEIN SCHLAF","Nimo","german hip hop",174,70,61,-6,12,43,200,31,17,61,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"293","KARMA","Nimo","german hip hop",160,64,69,-6,33,53,255,14,8,59,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"294","Skifahren","The Cratez","german hip hop",134,71,72,-7,15,44,163,22,25,51,"Germany",240.3689128,22.21316593,-3.126358449,8.411319974,25.33952438,730.5254667,357376,82114,41686.2,75.3,"Europe"
"295","Dance Monkey","Tones and I","australian pop",98,59,82,-6,15,51,209,69,9,100,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"296","RITMO (Bad Boys For Life)","The Black Eyed Peas","dance pop",105,72,72,-7,24,67,222,3,7,97,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"297","Tusa","KAROL G","latin",101,72,80,-3,6,57,201,30,30,96,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"298","China","Anuel AA","latin",105,81,79,-4,8,61,302,8,9,94,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"299","Vete","Bad Bunny","latin",92,67,89,-4,10,53,192,4,19,94,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"300","Fantasias","Rauw Alejandro","latin",94,70,88,-4,6,79,200,14,7,93,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"301","LA CANCIÓN","J Balvin","latin",176,65,75,-6,11,43,243,15,32,93,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"302","Callaita","Bad Bunny","latin",176,62,61,-5,24,24,251,60,31,92,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"303","Adicto (with Anuel AA & Ozuna)","Tainy","pop reggaeton",80,84,73,-5,18,62,271,2,7,92,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"304","Whine Up","Nicky Jam","latin",105,67,82,-6,10,66,215,5,8,91,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"305","Que Tire Pa Lante","Daddy Yankee","latin",94,90,66,-3,12,71,211,5,4,91,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"306","Quizas","Rich Music LTD","reggaeton",176,82,73,-2,23,68,216,3,15,90,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"307","Indeciso","Reik","latin",95,75,74,-5,11,90,217,18,5,90,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"308","Tutu","Camilo","colombian pop",146,83,73,-3,7,94,179,27,5,90,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"309","Si Te Vas","Sech","panamanian pop",174,64,73,-4,14,55,205,9,13,90,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"310","Aventura","Lunay","latin",92,73,73,-3,10,88,217,22,4,90,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"311","Hola - Remix","Dalex","latin",182,67,65,-6,8,34,250,47,31,89,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"312","Señorita","Shawn Mendes","canadian pop",117,55,76,-6,8,75,191,4,3,89,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"313","No Me Conoce - Remix","Jhay Cortez","latin",92,79,81,-4,9,58,309,14,7,88,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"314","QUE PRETENDES","J Balvin","latin",93,79,64,-4,36,94,222,3,25,88,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"315","Con Altura","ROSALÍA","r&b en espanol",98,69,88,-4,5,75,162,39,12,88,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"316","0.95833333333333337","Maluma","latin",96,71,78,-5,9,68,176,22,28,88,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"317","Blanco","J Balvin","latin",100,71,87,-5,9,59,146,3,13,87,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"318","Qué Pena","Maluma","latin",126,66,64,-6,34,86,213,10,36,87,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"319","Pa' Olvidarme De Ella","Piso 21","colombian pop",90,54,73,-5,14,64,227,26,5,87,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"320","Bellaquita - Remix","Dalex","latin",166,72,80,-4,18,76,305,14,8,87,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"321","Sigues Con El","Dimelo Flow","latin",88,67,88,-3,7,68,227,11,11,83,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"322","Soltera - Remix","Lunay","latin",92,78,80,-4,44,80,266,36,4,80,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"323","Alguien Me Gusta","Andy Rivera","latin",93,52,67,-4,37,81,169,45,4,70,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"324","Dulce Pecado","Jessi Uribe","colombian pop",176,51,64,-4,13,77,175,61,5,63,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"325","En Barranquilla Me Quedo","Joe Arroyo","cumbia",104,79,62,-6,9,75,312,18,5,63,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"326","Los sabanales","Calixto Ochoa","cumbia",124,70,80,-6,3,78,162,10,4,58,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"327","Traicionera","Pastor Lopez","cumbia",130,59,78,-5,19,96,215,53,4,55,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"328","La Noche","Joe Arroyo","cumbia",106,68,73,-5,6,83,264,25,4,55,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"329","Adonay","Rodolfo Aicardi","classic colombian pop",118,66,76,-6,6,97,187,67,5,54,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"330","El Hijo Ausente","Pastor Lopez","cumbia",107,73,76,-6,13,85,173,63,6,54,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"331","Tabaco y Ron","Rodolfo Aicardi","classic colombian pop",103,77,76,-7,11,96,243,18,4,54,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"332","Aventurero","Yeison Jimenez","colombian pop",93,63,85,-4,13,90,190,51,3,54,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"333","Loquito por Ti","Armando Hernandez","chicha",107,76,79,-4,5,86,287,41,12,54,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"334","Las Cuatro Fiestas","Diomedes Diaz","cumbia",131,92,51,-5,15,97,275,16,26,54,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"335","Cariñito","Rodolfo Aicardi","classic colombian pop",106,57,68,-6,8,95,227,82,3,53,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"336","Golpe Con Golpe","Pastor Lopez","cumbia",102,62,75,-7,6,97,214,60,6,53,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"337","Ojitos Hechiceros","Rodolfo Aicardi","classic colombian pop",107,69,79,-7,14,62,220,11,4,52,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"338","La Burrita","Los Corraleros De Majagual","cumbia",127,63,86,-5,8,95,157,46,10,51,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"339","Daniela","Rodolfo Aicardi","classic colombian pop",142,56,62,-7,18,93,198,52,3,51,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"340","Víspera de Año Nuevo","Guillermo Buitrago","classic colombian pop",100,83,60,-6,8,98,150,85,13,49,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"341","El Jornalero (El Hijo de Tuta)","Lisandro Meza","cumbia",95,72,85,-5,16,96,244,7,6,49,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"342","Las Caleñas","Pastor Lopez Y Su Combo","cumbia",204,74,55,-7,8,94,212,34,10,48,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"343","Sorbito De Champagne - Digitally Remastered Original","Pastor Lopez","cumbia",112,79,79,-4,4,70,211,64,4,45,"Colombia",283.8555351,30.81827432,19.09079323,24.5855479,11.72748109,2673.855758,1141748,49066,6056.1,76.4,"South_America"
"344","Dance Monkey","Tones and I","australian pop",98,59,82,-6,15,51,209,69,9,100,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"345","All I Want for Christmas Is You","Mariah Carey","dance pop",150,63,34,-7,7,35,241,16,4,98,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"346","RITMO (Bad Boys For Life)","The Black Eyed Peas","dance pop",105,72,72,-7,24,67,222,3,7,97,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"347","Tusa","KAROL G","latin",101,72,80,-3,6,57,201,30,30,96,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"348","Vete","Bad Bunny","latin",92,67,89,-4,10,53,192,4,19,94,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"349","China","Anuel AA","latin",105,81,79,-4,8,61,302,8,9,94,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"350","Fantasias","Rauw Alejandro","latin",94,70,88,-4,6,79,200,14,7,93,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"351","LA CANCIÓN","J Balvin","latin",176,65,75,-6,11,43,243,15,32,93,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"352","Adicto (with Anuel AA & Ozuna)","Tainy","pop reggaeton",80,84,73,-5,18,62,271,2,7,92,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"353","Callaita","Bad Bunny","latin",176,62,61,-5,24,24,251,60,31,92,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"354","Jingle Bell Rock","Bobby Helms","adult standards",120,42,75,-8,7,81,131,64,4,92,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"355","Whine Up","Nicky Jam","latin",105,67,82,-6,10,66,215,5,8,91,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"356","Que Tire Pa Lante","Daddy Yankee","latin",94,90,66,-3,12,71,211,5,4,91,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"357","Aventura","Lunay","latin",92,73,73,-3,10,88,217,22,4,90,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"358","Quizas","Rich Music LTD","reggaeton",176,82,73,-2,23,68,216,3,15,90,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"359","Si Te Vas","Sech","panamanian pop",174,64,73,-4,14,55,205,9,13,90,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"360","Tutu","Camilo","colombian pop",146,83,73,-3,7,94,179,27,5,90,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"361","Yo x Ti, Tu x Mi","ROSALÍA","r&b en espanol",92,76,78,-3,14,58,201,46,23,90,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"362","Hola - Remix","Dalex","latin",182,67,65,-6,8,34,250,47,31,89,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"363","No Me Conoce - Remix","Jhay Cortez","latin",92,79,81,-4,9,58,309,14,7,88,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"364","DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles","latin",170,71,74,-4,8,83,259,5,9,88,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"365","Otro Trago - Remix","Sech","panamanian pop",176,79,73,-2,6,76,288,7,20,88,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"366","QUE PRETENDES","J Balvin","latin",93,79,64,-4,36,94,222,3,25,88,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"367","Bellaquita - Remix","Dalex","latin",166,72,80,-4,18,76,305,14,8,87,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
